UoM,Loss_Amount
Clients_Products,1600267.11
Clients_Products,4084.19
Clients_Products,48254.35
Clients_Products,41906.12
Clients_Products,122963.44
Clients_Products,151495.88
Clients_Products,33127.07
Clients_Products,60988.46
Clients_Products,51029.67
Clients_Products,96164.56
Clients_Products,225784.01
Clients_Products,637842.19
Clients_Products,792538.6
Clients_Products,433848.81
Clients_Products,43872.32
Clients_Products,161952.14
Clients_Products,5731535.94
Clients_Products,745491.52
Clients_Products,84056.39
Clients_Products,1746382.87
Clients_Products,90934.63
Clients_Products,59718.49
Clients_Products,1320601.54
Clients_Products,22823.05
Clients_Products,9221.87
Clients_Products,667922.13
Clients_Products,169657.4
Clients_Products,197017.58
Clients_Products,94642.86
Clients_Products,113807.07
Clients_Products,81865.68
Clients_Products,63640.84
Clients_Products,91778.62
Clients_Products,87537.55
Clients_Products,46963.42
Clients_Products,71843.56
Clients_Products,3811.81
Clients_Products,454504.59
Clients_Products,292254.39
Clients_Products,143291.57
Clients_Products,232346.85
Clients_Products,245331.61
Clients_Products,54940.02
Clients_Products,73213.09
Clients_Products,359501.96
Clients_Products,222182.68
Clients_Products,3488494.18
Clients_Products,1847637.28
Clients_Products,659685.32
Clients_Products,51916.8
Clients_Products,69784.31
Clients_Products,36204.18
Clients_Products,247616.39
Clients_Products,2666.62
Clients_Products,81803.15
Damage_Assets,759127.78
Damage_Assets,873087.49
Damage_Assets,1480309.79
Damage_Assets,3784325.77
Damage_Assets,1222241.77
Damage_Assets,4514905.73
Damage_Assets,96056.5
Damage_Assets,391619.12
Damage_Assets,48620.45
Damage_Assets,24046793.89
Damage_Assets,23581856.73
Damage_Assets,3078410.96
Damage_Assets,263306.2
Damage_Assets,43350006.38
Damage_Assets,485715.47
Damage_Assets,873435.28
Damage_Assets,1527740.05
Damage_Assets,2367331.46
Damage_Assets,3158803.59
Damage_Assets,3354933.33
Damage_Assets,968219.28
Damage_Assets,3276058
Damage_Assets,905451.06
Damage_Assets,2867511.55
Damage_Assets,2535591.92
Damage_Assets,3776359.23
Damage_Assets,3131272.56
Damage_Assets,619303.93
Damage_Assets,2393016.49
Damage_Assets,3204605.68
Damage_Assets,173392.56
Damage_Assets,797257.88
Damage_Assets,2994149.68
Damage_Assets,15618063.86
Damage_Assets,4144738.59
Damage_Assets,17168158.57
Damage_Assets,661615.54
Damage_Assets,1750278.96
Damage_Assets,4027284.76
Damage_Assets,36697.81
Damage_Assets,11596394.95
Damage_Assets,73764.67
Damage_Assets,5365017
Damage_Assets,3369408.22
Damage_Assets,35976.11
Damage_Assets,38809.03
Damage_Assets,10311010.64
Damage_Assets,7437780.85
Damage_Assets,320842.15
Damage_Assets,320353.92
Damage_Assets,2594507.99
Damage_Assets,1179833.37
Damage_Assets,5847897.91
Damage_Assets,2469117.57
Damage_Assets,12923348.45
Damage_Assets,5153139.34
Damage_Assets,3545393.01
Damage_Assets,709143.31
Damage_Assets,635405.18
Damage_Assets,1112768.4
Damage_Assets,19027856.69
Damage_Assets,653820.35
Damage_Assets,1777633.39
Damage_Assets,41472.91
Damage_Assets,3314154.5
Damage_Assets,35526783.03
Damage_Assets,296423.02
Damage_Assets,140632857.6
Damage_Assets,1580672.44
Damage_Assets,25351.75
Damage_Assets,674476.86
Damage_Assets,8847609.3
Damage_Assets,24130226.14
Damage_Assets,3531198.26
Damage_Assets,12627551.75
Damage_Assets,205524.74
Damage_Assets,433482.9
Damage_Assets,96839.58
Damage_Assets,485243.15
Damage_Assets,3771104.47
Damage_Assets,1654457.38
Damage_Assets,4420545.02
Damage_Assets,295147.05
Damage_Assets,323421.74
Damage_Assets,1634610.84
Damage_Assets,487004.33
Damage_Assets,8476208.12
Damage_Assets,469240.95
Damage_Assets,572012.51
Damage_Assets,2254095
Damage_Assets,670693.62
Damage_Assets,188637.68
Damage_Assets,231183.32
Damage_Assets,2694299.86
Damage_Assets,156675.6
Damage_Assets,9778988.79
Damage_Assets,426940.98
Damage_Assets,3030759.26
Damage_Assets,467138.5
Damage_Assets,304716.75
Damage_Assets,1739582.19
Damage_Assets,5825032.87
Damage_Assets,829806.96
Damage_Assets,1090104.33
Damage_Assets,4037458.8
Damage_Assets,4243041.37
Damage_Assets,1135135.31
Damage_Assets,618331.6
Damage_Assets,1361345.27
Damage_Assets,903139.91
Damage_Assets,1923123.47
Damage_Assets,200504.98
Damage_Assets,1822595.91
Damage_Assets,409439.68
Damage_Assets,4680106.47
Damage_Assets,438580.31
Damage_Assets,450149.64
Damage_Assets,2345708.95
Damage_Assets,1228516.42
Damage_Assets,36578728.45
Damage_Assets,104406.38
Damage_Assets,1418030.39
Damage_Assets,6546716.78
Damage_Assets,505108.79
Damage_Assets,306865.01
Damage_Assets,325690.57
Damage_Assets,107157.85
Damage_Assets,9107027.63
Damage_Assets,733493.48
Damage_Assets,614128.39
Damage_Assets,49704.61
Damage_Assets,140005.52
Damage_Assets,10832751.32
Damage_Assets,1894865.65
Damage_Assets,6918788.53
Damage_Assets,5722913.92
Damage_Assets,268087.74
Damage_Assets,46028512.2
Damage_Assets,22400613.24
Business_Disruption,16877.01
Business_Disruption,133994.32
Business_Disruption,152476.14
Business_Disruption,67357.4
Business_Disruption,78840.57
Business_Disruption,217868.54
Business_Disruption,344495.33
Business_Disruption,13496.58
Business_Disruption,57363.5
Business_Disruption,88930.93
Business_Disruption,204428.59
Business_Disruption,30976.97
Business_Disruption,86350.36
Business_Disruption,103256.91
Business_Disruption,34313.52
Business_Disruption,33107.9
Business_Disruption,114475.79
Business_Disruption,81184.72
Business_Disruption,209131.03
Business_Disruption,20335.27
Business_Disruption,58336.18
Business_Disruption,69994.78
Business_Disruption,334635.07
Business_Disruption,24085.84
Business_Disruption,140361.71
Business_Disruption,144225.49
Business_Disruption,1166590.4
Business_Disruption,21793.48
Business_Disruption,36833.02
Business_Disruption,24196.58
Business_Disruption,8065.34
Business_Disruption,1393083.79
Business_Disruption,15332.78
Business_Disruption,29014.24
Business_Disruption,710447.1
Business_Disruption,7117.7
Business_Disruption,306976.77
Business_Disruption,11854.51
Business_Disruption,640524.15
Business_Disruption,3809.23
Business_Disruption,7113.83
Business_Disruption,43591.46
Business_Disruption,424104.02
Business_Disruption,94236.48
Business_Disruption,59660.62
Business_Disruption,743457.08
Business_Disruption,2502646.44
Business_Disruption,270597
Business_Disruption,38782.26
Business_Disruption,52721.86
Business_Disruption,14290.2
Business_Disruption,114832.08
Business_Disruption,8566.47
Business_Disruption,225888.2
Business_Disruption,1999406.75
Business_Disruption,289638.06
Business_Disruption,48838.71
Business_Disruption,217598.33
Business_Disruption,1122198.39
Business_Disruption,1041051.64
Business_Disruption,21902.66
Business_Disruption,212233.97
Business_Disruption,77874.03
Business_Disruption,331005.37
Business_Disruption,175504.67
Business_Disruption,2822.61
Business_Disruption,58570.14
Business_Disruption,132964.51
Business_Disruption,11481.04
Business_Disruption,235987.24
Business_Disruption,10036.43
Business_Disruption,29802.32
Business_Disruption,738198.38
Business_Disruption,26221.46
Business_Disruption,233503.05
Business_Disruption,7112.72
Business_Disruption,2239967.66
Business_Disruption,62515.48
Business_Disruption,113889.19
Business_Disruption,129127.45
Business_Disruption,245573.19
Business_Disruption,10109.49
Business_Disruption,97928.73
Business_Disruption,36748.28
Business_Disruption,7829.58
Business_Disruption,433949.44
Business_Disruption,58205.81
Business_Disruption,142028.16
Business_Disruption,129284.17
Business_Disruption,59737.88
Business_Disruption,1909861.02
Business_Disruption,91959.45
Business_Disruption,9538.31
Business_Disruption,54145.38
Business_Disruption,208899.06
Business_Disruption,219452.85
Business_Disruption,19309.04
Business_Disruption,398006.56
Business_Disruption,7014.25
Business_Disruption,549191.68
Business_Disruption,13642.95
Business_Disruption,70307.39
Business_Disruption,487406.14
Business_Disruption,118114.35
Business_Disruption,336060.93
Business_Disruption,249694.37
Business_Disruption,679697.36
Business_Disruption,485684.63
Business_Disruption,49980.27
Business_Disruption,255100.39
Business_Disruption,9998.32
Business_Disruption,90503.39
Business_Disruption,336962.56
Business_Disruption,120664.77
Business_Disruption,192906.25
Business_Disruption,71688.92
Business_Disruption,536919.88
Business_Disruption,87498.45
Business_Disruption,49110.33
Business_Disruption,373165.06
Business_Disruption,11995.18
Business_Disruption,209305.46
Business_Disruption,20666.57
Business_Disruption,671245.52
Business_Disruption,66733.28
Business_Disruption,120870.75
Business_Disruption,183295.63
Business_Disruption,5461.47
Business_Disruption,37202.18
Business_Disruption,472276.01
Business_Disruption,362814.71
Business_Disruption,150926.51
Business_Disruption,13040.36
Business_Disruption,237578.93
Business_Disruption,287822.54
Business_Disruption,105929.16
Business_Disruption,618316.92
Business_Disruption,35413.64
Business_Disruption,45945.61
Business_Disruption,2375.78
Business_Disruption,392283.97
Business_Disruption,158069.95
Business_Disruption,7920.97
Execution_Delivery,2596.97
Execution_Delivery,2226.03
Execution_Delivery,23164.87
Execution_Delivery,71814.75
Execution_Delivery,110863.77
Execution_Delivery,3337.67
Execution_Delivery,94367.05
Execution_Delivery,25144.53
Execution_Delivery,9655.32
Execution_Delivery,13727.72
Execution_Delivery,120908.1
Execution_Delivery,54776.07
Execution_Delivery,39161.91
Execution_Delivery,52325.74
Execution_Delivery,146114.62
Execution_Delivery,31393.33
Execution_Delivery,39398.32
Execution_Delivery,200236.83
Execution_Delivery,22084.25
Execution_Delivery,91785.62
Execution_Delivery,17059.17
Execution_Delivery,19461.61
Execution_Delivery,31067.74
Execution_Delivery,78661.51
Execution_Delivery,217787.03
Execution_Delivery,41974.51
Execution_Delivery,3828.56
Execution_Delivery,93635.93
Execution_Delivery,1440878.08
Execution_Delivery,42744.82
Execution_Delivery,2798.53
Execution_Delivery,46839.37
Execution_Delivery,36151.77
Execution_Delivery,31867.33
Execution_Delivery,149958.65
Execution_Delivery,287050.14
Execution_Delivery,101253.1
Execution_Delivery,29744.9
Execution_Delivery,196519.74
Execution_Delivery,3863.22
Execution_Delivery,12405.76
Execution_Delivery,14662.64
Execution_Delivery,34668.06
Execution_Delivery,77660.5
Execution_Delivery,26874.43
Execution_Delivery,9329.59
Execution_Delivery,156729.31
Execution_Delivery,25509.72
Execution_Delivery,42327.55
Execution_Delivery,83000.48
Execution_Delivery,38496.26
Execution_Delivery,38750.83
Execution_Delivery,170366.99
Execution_Delivery,45572.25
